judge,item_id,generator,task,domain,concept_id,concept,fa,cc,lc,tf,mq,risk,overall,judge_file
Anthropic Claude,claude_C_C27,Anthropic Claude,C,Climate/Environment,C27,全球变暖与气候变化,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,claude_C_C28,Anthropic Claude,C,Climate/Environment,C28,二氧化碳的气候作用,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,claude_C_C29,Anthropic Claude,C,Climate/Environment,C29,海洋垃圾与塑料污染,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,claude_C_C30,Anthropic Claude,C,Climate/Environment,C30,自然变率与人为影响,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C01,ByteDance Doubao,A,Physics,C01,惯性,5.0,4.0,5.0,5.0,4.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C02,ByteDance Doubao,A,Physics,C02,净力与加速度,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C03,ByteDance Doubao,A,Physics,C03,牛顿第三定律,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C04,ByteDance Doubao,A,Physics,C04,抛体运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C05,ByteDance Doubao,A,Physics,C05,圆周运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C06,ByteDance Doubao,A,Physics,C06,摩擦力与运动,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C07,ByteDance Doubao,A,Chemistry,C07,质量守恒,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C08,ByteDance Doubao,A,Chemistry,C08,物质微粒观,5.0,4.0,5.0,5.0,4.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C09,ByteDance Doubao,A,Chemistry,C09,相变,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C10,ByteDance Doubao,A,Chemistry,C10,化学反应与物理变化,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C11,ByteDance Doubao,A,Chemistry,C11,化学键,4.0,3.0,4.0,5.0,2.0,2.0,3.0,claude.txt
Anthropic Claude,豆包_A_C12,ByteDance Doubao,A,Chemistry,C12,溶液浓度与稀释,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C13,ByteDance Doubao,A,Biology,C13,自然选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C14,ByteDance Doubao,A,Biology,C14,进化没有预设目标,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C15,ByteDance Doubao,A,Biology,C15,随机变异与非随机选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C16,ByteDance Doubao,A,Biology,C16,遗传信息与性状,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C17,ByteDance Doubao,A,Biology,C17,能量流动与物质循环,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C18,ByteDance Doubao,A,Biology,C18,光合作用与细胞呼吸,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C19,ByteDance Doubao,A,Geoscience,C19,板块构造,5.0,4.0,4.0,5.0,3.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C20,ByteDance Doubao,A,Geoscience,C20,地质时间,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C21,ByteDance Doubao,A,Geoscience,C21,岩石循环,5.0,4.0,5.0,5.0,4.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C22,ByteDance Doubao,A,Geoscience,C22,地震成因,5.0,4.0,5.0,5.0,4.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C23,ByteDance Doubao,A,Geoscience,C23,火山与板块边界,5.0,4.0,5.0,5.0,4.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C24,ByteDance Doubao,A,Geoscience,C24,地球内部结构,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C25,ByteDance Doubao,A,Climate/Environment,C25,温室效应,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C26,ByteDance Doubao,A,Climate/Environment,C26,天气与气候,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C27,ByteDance Doubao,A,Climate/Environment,C27,全球变暖与气候变化,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_A_C28,ByteDance Doubao,A,Climate/Environment,C28,二氧化碳的气候作用,5.0,4.0,5.0,5.0,4.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C29,ByteDance Doubao,A,Climate/Environment,C29,海洋垃圾与塑料污染,5.0,4.0,5.0,5.0,4.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_A_C30,ByteDance Doubao,A,Climate/Environment,C30,自然变率与人为影响,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C01,ByteDance Doubao,B,Physics,C01,惯性,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C02,ByteDance Doubao,B,Physics,C02,净力与加速度,5.0,4.0,4.0,5.0,3.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C03,ByteDance Doubao,B,Physics,C03,牛顿第三定律,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C04,ByteDance Doubao,B,Physics,C04,抛体运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C05,ByteDance Doubao,B,Physics,C05,圆周运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C06,ByteDance Doubao,B,Physics,C06,摩擦力与运动,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C07,ByteDance Doubao,B,Chemistry,C07,质量守恒,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C08,ByteDance Doubao,B,Chemistry,C08,物质微粒观,5.0,4.0,4.0,5.0,3.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C09,ByteDance Doubao,B,Chemistry,C09,相变,4.0,3.0,4.0,5.0,3.0,2.0,3.0,claude.txt
Anthropic Claude,豆包_B_C10,ByteDance Doubao,B,Chemistry,C10,化学反应与物理变化,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C11,ByteDance Doubao,B,Chemistry,C11,化学键,5.0,4.0,4.0,5.0,3.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C12,ByteDance Doubao,B,Chemistry,C12,溶液浓度与稀释,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C13,ByteDance Doubao,B,Biology,C13,自然选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C14,ByteDance Doubao,B,Biology,C14,进化没有预设目标,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C15,ByteDance Doubao,B,Biology,C15,随机变异与非随机选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C16,ByteDance Doubao,B,Biology,C16,遗传信息与性状,4.0,3.0,4.0,5.0,3.0,2.0,3.0,claude.txt
Anthropic Claude,豆包_B_C17,ByteDance Doubao,B,Biology,C17,能量流动与物质循环,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C18,ByteDance Doubao,B,Biology,C18,光合作用与细胞呼吸,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C19,ByteDance Doubao,B,Geoscience,C19,板块构造,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C20,ByteDance Doubao,B,Geoscience,C20,地质时间,5.0,4.0,4.0,5.0,3.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C21,ByteDance Doubao,B,Geoscience,C21,岩石循环,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C22,ByteDance Doubao,B,Geoscience,C22,地震成因,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C23,ByteDance Doubao,B,Geoscience,C23,火山与板块边界,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_B_C24,ByteDance Doubao,B,Geoscience,C24,地球内部结构,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C25,ByteDance Doubao,B,Climate/Environment,C25,温室效应,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C26,ByteDance Doubao,B,Climate/Environment,C26,天气与气候,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C27,ByteDance Doubao,B,Climate/Environment,C27,全球变暖与气候变化,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C28,ByteDance Doubao,B,Climate/Environment,C28,二氧化碳的气候作用,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C29,ByteDance Doubao,B,Climate/Environment,C29,海洋垃圾与塑料污染,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_B_C30,ByteDance Doubao,B,Climate/Environment,C30,自然变率与人为影响,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C01,ByteDance Doubao,C,Physics,C01,惯性,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C02,ByteDance Doubao,C,Physics,C02,净力与加速度,5.0,4.0,4.0,5.0,3.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C03,ByteDance Doubao,C,Physics,C03,牛顿第三定律,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C04,ByteDance Doubao,C,Physics,C04,抛体运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C05,ByteDance Doubao,C,Physics,C05,圆周运动,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C06,ByteDance Doubao,C,Physics,C06,摩擦力与运动,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C07,ByteDance Doubao,C,Chemistry,C07,质量守恒,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C08,ByteDance Doubao,C,Chemistry,C08,物质微粒观,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C09,ByteDance Doubao,C,Chemistry,C09,相变,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C10,ByteDance Doubao,C,Chemistry,C10,化学反应与物理变化,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C11,ByteDance Doubao,C,Chemistry,C11,化学键,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C12,ByteDance Doubao,C,Chemistry,C12,溶液浓度与稀释,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C13,ByteDance Doubao,C,Biology,C13,自然选择,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C14,ByteDance Doubao,C,Biology,C14,进化没有预设目标,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C15,ByteDance Doubao,C,Biology,C15,随机变异与非随机选择,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C16,ByteDance Doubao,C,Biology,C16,遗传信息与性状,5.0,4.0,4.0,5.0,3.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C17,ByteDance Doubao,C,Biology,C17,能量流动与物质循环,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C18,ByteDance Doubao,C,Biology,C18,光合作用与细胞呼吸,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C19,ByteDance Doubao,C,Geoscience,C19,板块构造,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C20,ByteDance Doubao,C,Geoscience,C20,地质时间,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C21,ByteDance Doubao,C,Geoscience,C21,岩石循环,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C22,ByteDance Doubao,C,Geoscience,C22,地震成因,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C23,ByteDance Doubao,C,Geoscience,C23,火山与板块边界,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C24,ByteDance Doubao,C,Geoscience,C24,地球内部结构,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C25,ByteDance Doubao,C,Climate/Environment,C25,温室效应,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C26,ByteDance Doubao,C,Climate/Environment,C26,天气与气候,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C27,ByteDance Doubao,C,Climate/Environment,C27,全球变暖与气候变化,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C28,ByteDance Doubao,C,Climate/Environment,C28,二氧化碳的气候作用,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,豆包_C_C29,ByteDance Doubao,C,Climate/Environment,C29,海洋垃圾与塑料污染,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,豆包_C_C30,ByteDance Doubao,C,Climate/Environment,C30,自然变率与人为影响,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C01,DeepSeek,A,Physics,C01,惯性,5.0,4.0,5.0,5.0,4.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C02,DeepSeek,A,Physics,C02,净力与加速度,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C03,DeepSeek,A,Physics,C03,牛顿第三定律,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C04,DeepSeek,A,Physics,C04,抛体运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C05,DeepSeek,A,Physics,C05,圆周运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C06,DeepSeek,A,Physics,C06,摩擦力与运动,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C07,DeepSeek,A,Chemistry,C07,质量守恒,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C08,DeepSeek,A,Chemistry,C08,物质微粒观,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C09,DeepSeek,A,Chemistry,C09,相变,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C10,DeepSeek,A,Chemistry,C10,化学反应与物理变化,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C11,DeepSeek,A,Chemistry,C11,化学键,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C12,DeepSeek,A,Chemistry,C12,溶液浓度与稀释,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C13,DeepSeek,A,Biology,C13,自然选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C14,DeepSeek,A,Biology,C14,进化没有预设目标,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C15,DeepSeek,A,Biology,C15,随机变异与非随机选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C16,DeepSeek,A,Biology,C16,遗传信息与性状,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C17,DeepSeek,A,Biology,C17,能量流动与物质循环,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C18,DeepSeek,A,Biology,C18,光合作用与细胞呼吸,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C19,DeepSeek,A,Geoscience,C19,板块构造,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C20,DeepSeek,A,Geoscience,C20,地质时间,5.0,4.0,4.0,5.0,3.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C21,DeepSeek,A,Geoscience,C21,岩石循环,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C22,DeepSeek,A,Geoscience,C22,地震成因,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C23,DeepSeek,A,Geoscience,C23,火山与板块边界,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C24,DeepSeek,A,Geoscience,C24,地球内部结构,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C25,DeepSeek,A,Climate/Environment,C25,温室效应,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C26,DeepSeek,A,Climate/Environment,C26,天气与气候,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C27,DeepSeek,A,Climate/Environment,C27,全球变暖与气候变化,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C28,DeepSeek,A,Climate/Environment,C28,二氧化碳的气候作用,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C29,DeepSeek,A,Climate/Environment,C29,海洋垃圾与塑料污染,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_A_C30,DeepSeek,A,Climate/Environment,C30,自然变率与人为影响,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C01,DeepSeek,B,Physics,C01,惯性,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C02,DeepSeek,B,Physics,C02,净力与加速度,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C03,DeepSeek,B,Physics,C03,牛顿第三定律,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C04,DeepSeek,B,Physics,C04,抛体运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C05,DeepSeek,B,Physics,C05,圆周运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C06,DeepSeek,B,Physics,C06,摩擦力与运动,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C07,DeepSeek,B,Chemistry,C07,质量守恒,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C08,DeepSeek,B,Chemistry,C08,物质微粒观,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C09,DeepSeek,B,Chemistry,C09,相变,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C10,DeepSeek,B,Chemistry,C10,化学反应与物理变化,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C11,DeepSeek,B,Chemistry,C11,化学键,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C12,DeepSeek,B,Chemistry,C12,溶液浓度与稀释,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C13,DeepSeek,B,Biology,C13,自然选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C14,DeepSeek,B,Biology,C14,进化没有预设目标,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C15,DeepSeek,B,Biology,C15,随机变异与非随机选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C16,DeepSeek,B,Biology,C16,遗传信息与性状,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C17,DeepSeek,B,Biology,C17,能量流动与物质循环,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C18,DeepSeek,B,Biology,C18,光合作用与细胞呼吸,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C19,DeepSeek,B,Geoscience,C19,板块构造,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C20,DeepSeek,B,Geoscience,C20,地质时间,5.0,4.0,4.0,5.0,3.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C21,DeepSeek,B,Geoscience,C21,岩石循环,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C22,DeepSeek,B,Geoscience,C22,地震成因,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C23,DeepSeek,B,Geoscience,C23,火山与板块边界,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C24,DeepSeek,B,Geoscience,C24,地球内部结构,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C25,DeepSeek,B,Climate/Environment,C25,温室效应,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C26,DeepSeek,B,Climate/Environment,C26,天气与气候,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C27,DeepSeek,B,Climate/Environment,C27,全球变暖与气候变化,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C28,DeepSeek,B,Climate/Environment,C28,二氧化碳的气候作用,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C29,DeepSeek,B,Climate/Environment,C29,海洋垃圾与塑料污染,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_B_C30,DeepSeek,B,Climate/Environment,C30,自然变率与人为影响,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C01,DeepSeek,C,Physics,C01,惯性,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C02,DeepSeek,C,Physics,C02,净力与加速度,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C03,DeepSeek,C,Physics,C03,牛顿第三定律,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C04,DeepSeek,C,Physics,C04,抛体运动,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C05,DeepSeek,C,Physics,C05,圆周运动,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C06,DeepSeek,C,Physics,C06,摩擦力与运动,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C07,DeepSeek,C,Chemistry,C07,质量守恒,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C08,DeepSeek,C,Chemistry,C08,物质微粒观,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C09,DeepSeek,C,Chemistry,C09,相变,5.0,4.0,4.0,5.0,4.0,1.0,4.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C10,DeepSeek,C,Chemistry,C10,化学反应与物理变化,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C11,DeepSeek,C,Chemistry,C11,化学键,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C12,DeepSeek,C,Chemistry,C12,溶液浓度与稀释,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C13,DeepSeek,C,Biology,C13,自然选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C14,DeepSeek,C,Biology,C14,进化没有预设目标,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C15,DeepSeek,C,Biology,C15,随机变异与非随机选择,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C16,DeepSeek,C,Biology,C16,遗传信息与性状,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
Anthropic Claude,DEEPSEEK_C_C17,DeepSeek,C,Biology,C17,能量流动与物质循环,5.0,5.0,5.0,5.0,5.0,1.0,5.0,claude.txt
